Politician,Type,Policy,URL
Marise Payne,VeryStronglyAgainst,Increasing political transparency,https://theyvoteforyou.org.au/policies/199
Marise Payne,VeryStronglyAgainst,Increasing protections for franchisees,https://theyvoteforyou.org.au/policies/255
Marise Payne,VeryStronglyAgainst,Increasing support for community radio and TV,https://theyvoteforyou.org.au/policies/69
Marise Payne,VeryStronglyAgainst,Increasing the diversity of media ownership,https://theyvoteforyou.org.au/policies/68
Marise Payne,VeryStronglyAgainst,Increasing trade unions  powers in the workplace,https://theyvoteforyou.org.au/policies/6
Marise Payne,VeryStronglyAgainst,Increasing workplace protections for women,https://theyvoteforyou.org.au/policies/267
Marise Payne,VeryStronglyAgainst,Legalising pepper spray,https://theyvoteforyou.org.au/policies/207
Marise Payne,VeryStronglyAgainst,Letting environmental groups challenge the legality of certain government decisions,https://theyvoteforyou.org.au/policies/83
Marise Payne,VeryStronglyAgainst,Maintaining or increasing CSIRO funding,https://theyvoteforyou.org.au/policies/104
Marise Payne,VeryStronglyAgainst,Making sanitary items GST free,https://theyvoteforyou.org.au/policies/155
Marise Payne,VeryStronglyAgainst,Pill testing,https://theyvoteforyou.org.au/policies/206
Marise Payne,VeryStronglyAgainst,Re approving  re registering agvet chemicals,https://theyvoteforyou.org.au/policies/35
Marise Payne,VeryStronglyAgainst,Requiring Parliamentary approval of military deployments,https://theyvoteforyou.org.au/policies/78
Marise Payne,VeryStronglyAgainst,The Australian Renewable Energy Agency  ARENA,https://theyvoteforyou.org.au/policies/127
Marise Payne,VeryStronglyAgainst,Treating the COVID vaccine rollout as a matter of urgency,https://theyvoteforyou.org.au/policies/264
Marise Payne,VeryStronglyAgainst,Using natural resource wealth for the benefit of all Australians,https://theyvoteforyou.org.au/policies/88
Tony Burke,VeryStronglyFor,A carbon price,https://theyvoteforyou.org.au/policies/3
Tony Burke,VeryStronglyFor,A fast transition from fossil fuels to renewable energy,https://theyvoteforyou.org.au/policies/91
Tony Burke,VeryStronglyFor,A minerals resource rent tax,https://theyvoteforyou.org.au/policies/14
Tony Burke,VeryStronglyFor,A Royal Commission into Violence and Abuse against People with Disability,https://theyvoteforyou.org.au/policies/157
Tony Burke,VeryStronglyFor,An NBN  using fibre to the premises,https://theyvoteforyou.org.au/policies/47
Tony Burke,VeryStronglyFor,Assisting the Arts sector through the coronavirus pandemic,https://theyvoteforyou.org.au/policies/236
Tony Burke,VeryStronglyFor,Building dedicated quarantine facilities  COVID 19,https://theyvoteforyou.org.au/policies/263
Tony Burke,VeryStronglyFor,Carbon farming,https://theyvoteforyou.org.au/policies/33
Tony Burke,VeryStronglyFor,Community right to say no to nuclear waste disposal sites,https://theyvoteforyou.org.au/policies/216
Tony Burke,VeryStronglyFor,Creating a federal Anti Corruption Commission,https://theyvoteforyou.org.au/policies/86
Tony Burke,VeryStronglyFor,Decreasing the private health insurance rebate,https://theyvoteforyou.org.au/policies/26
Tony Burke,VeryStronglyFor,Doctor initiated medical transfers for asylum seekers,https://theyvoteforyou.org.au/policies/145
Tony Burke,VeryStronglyFor,Encouraging Australian based industry,https://theyvoteforyou.org.au/policies/42
Tony Burke,VeryStronglyFor,Ending illegal logging,https://theyvoteforyou.org.au/policies/93
Tony Burke,VeryStronglyFor,Extending government benefits to same sex couples,https://theyvoteforyou.org.au/policies/29
Tony Burke,VeryStronglyFor,Extending Jobkeeper Payment,https://theyvoteforyou.org.au/policies/253
Tony Burke,VeryStronglyFor,Increasing Aboriginal land rights,https://theyvoteforyou.org.au/policies/24
Tony Burke,VeryStronglyFor,Increasing access to the JobKeeper Payment,https://theyvoteforyou.org.au/policies/235
Tony Burke,VeryStronglyFor,Increasing access under Freedom of Information law,https://theyvoteforyou.org.au/policies/46
Tony Burke,VeryStronglyFor,Increasing competition in bulk wheat export,https://theyvoteforyou.org.au/policies/9
Tony Burke,VeryStronglyFor,Increasing consumer protections,https://theyvoteforyou.org.au/policies/45
Tony Burke,VeryStronglyFor,Increasing fishing restrictions,https://theyvoteforyou.org.au/policies/41
Tony Burke,VeryStronglyFor,Increasing funding for legal aid,https://theyvoteforyou.org.au/policies/105
Tony Burke,VeryStronglyFor,Increasing funding for university education,https://theyvoteforyou.org.au/policies/25
Tony Burke,VeryStronglyFor,Increasing funding for vocational education,https://theyvoteforyou.org.au/policies/232
Tony Burke,VeryStronglyFor,Increasing government support for the dairy industry,https://theyvoteforyou.org.au/policies/208
Tony Burke,VeryStronglyFor,Increasing housing affordability,https://theyvoteforyou.org.au/policies/117
Tony Burke,VeryStronglyFor,Increasing marine conservation,https://theyvoteforyou.org.au/policies/17
Tony Burke,VeryStronglyFor,Increasing penalties for breach of data,https://theyvoteforyou.org.au/policies/188
Tony Burke,VeryStronglyFor,Increasing protection of Australia s fresh water,https://theyvoteforyou.org.au/policies/15
Tony Burke,VeryStronglyFor,Increasing restrictions on gambling,https://theyvoteforyou.org.au/policies/39
Tony Burke,VeryStronglyFor,Increasing scrutiny of asylum seeker management,https://theyvoteforyou.org.au/policies/4
Tony Burke,VeryStronglyFor,Increasing support for the Australian film and TV industry,https://theyvoteforyou.org.au/policies/261
Tony Burke,VeryStronglyFor,Increasing the diversity of media ownership,https://theyvoteforyou.org.au/policies/68
Tony Burke,VeryStronglyFor,Increasing trade unions  powers in the workplace,https://theyvoteforyou.org.au/policies/6
Tony Burke,VeryStronglyFor,Increasing transparency of big business by making information public,https://theyvoteforyou.org.au/policies/81
Tony Burke,VeryStronglyFor,Increasing workplace protections for women,https://theyvoteforyou.org.au/policies/267
Tony Burke,VeryStronglyFor,Letting environmental groups challenge the legality of certain government decisions,https://theyvoteforyou.org.au/policies/83
Tony Burke,VeryStronglyFor,Making the cashless debit card program voluntary,https://theyvoteforyou.org.au/policies/221
Tony Burke,VeryStronglyFor,More scrutiny of intelligence services   police,https://theyvoteforyou.org.au/policies/23
Tony Burke,VeryStronglyFor,Parliament continuing to meet during the COVID 19 pandemic,https://theyvoteforyou.org.au/policies/237
Tony Burke,VeryStronglyFor,Protecting the Great Barrier Reef,https://theyvoteforyou.org.au/policies/122
Tony Burke,VeryStronglyFor,Re approving  re registering agvet chemicals,https://theyvoteforyou.org.au/policies/35
Tony Burke,VeryStronglyFor,Recognising local government in the Constitution,https://theyvoteforyou.org.au/policies/10
Tony Burke,VeryStronglyFor,Removing children from immigration detention,https://theyvoteforyou.org.au/policies/60
Tony Burke,VeryStronglyFor,Requiring every native title claimant to sign land use agreements,https://theyvoteforyou.org.au/policies/153
Tony Burke,VeryStronglyFor,Restricting foreign ownership,https://theyvoteforyou.org.au/policies/19
Tony Burke,VeryStronglyFor,Stopping tax avoidance or aggressive tax minimisation,https://theyvoteforyou.org.au/policies/92
Tony Burke,VeryStronglyFor,Temporary Exclusion Orders,https://theyvoteforyou.org.au/policies/220
Tony Burke,VeryStronglyFor,Tobacco plain packaging,https://theyvoteforyou.org.au/policies/2
Tony Burke,VeryStronglyFor,Treating government action on climate change as a matter of urgency,https://theyvoteforyou.org.au/policies/79
Tony Burke,VeryStronglyFor,Treating the COVID vaccine rollout as a matter of urgency,https://theyvoteforyou.org.au/policies/264
Tony Burke,StronglyFor,Increasing investment in renewable energy,https://theyvoteforyou.org.au/policies/20
Tony Burke,StronglyFor,Restricting donations to political parties,https://theyvoteforyou.org.au/policies/85
Tony Burke,ModeratelyFor,Ending immigration detention on Manus Island,https://theyvoteforyou.org.au/policies/121
Tony Burke,ModeratelyFor,Ending immigration detention on Nauru,https://theyvoteforyou.org.au/policies/118
Tony Burke,ModeratelyFor,Implementing refugee and protection conventions,https://theyvoteforyou.org.au/policies/8
Tony Burke,ModeratelyFor,Increasing political transparency,https://theyvoteforyou.org.au/policies/199
Tony Burke,ModeratelyFor,Increasing the age pension,https://theyvoteforyou.org.au/policies/28
Tony Burke,ModeratelyFor,Letting all MPs or Senators speak in Parliament  procedural,https://theyvoteforyou.org.au/policies/114
Tony Burke,ModeratelyFor,Suspending the rules to allow a vote to happen  procedural,https://theyvoteforyou.org.au/policies/113
Tony Burke,ModeratelyFor,The Australian Renewable Energy Agency  ARENA,https://theyvoteforyou.org.au/policies/127
Tony Burke,ModeratelyFor,The Carbon Pollution Reduction Scheme,https://theyvoteforyou.org.au/policies/7
Tony Burke,Mixed,Government action on animal   plant extinctions,https://theyvoteforyou.org.au/policies/172
Tony Burke,Mixed,Protecting Australian sovereignty in trade agreements,https://theyvoteforyou.org.au/policies/204
Tony Burke,Mixed,Regional processing of asylum seekers,https://theyvoteforyou.org.au/policies/16
Tony Burke,Mixed,Same sex marriage equality,https://theyvoteforyou.org.au/policies/1
Tony Burke,ModeratelyAgainst,Increasing or removing the Government debt limit,https://theyvoteforyou.org.au/policies/13
Tony Burke,StronglyAgainst,Political interference in research funding,https://theyvoteforyou.org.au/policies/203
Tony Burke,StronglyAgainst,Putting welfare payments onto restricted debit cards  known as cashless debit cards,https://theyvoteforyou.org.au/policies/109
Tony Burke,StronglyAgainst,Speeding things along in Parliament  procedural,https://theyvoteforyou.org.au/policies/112
Tony Burke,VeryStronglyAgainst,A citizenship test,https://theyvoteforyou.org.au/policies/166
Tony Burke,VeryStronglyAgainst,A combined Federal Circuit and Family Court of Australia,https://theyvoteforyou.org.au/policies/202
Tony Burke,VeryStronglyAgainst,A plebiscite on the carbon pricing mechanism,https://theyvoteforyou.org.au/policies/103
Tony Burke,VeryStronglyAgainst,A same sex marriage plebiscite,https://theyvoteforyou.org.au/policies/129
Tony Burke,VeryStronglyAgainst,An Australian Building and Construction Commission  ABCC,https://theyvoteforyou.org.au/policies/132
Tony Burke,VeryStronglyAgainst,An emissions reduction fund,https://theyvoteforyou.org.au/policies/37
Tony Burke,VeryStronglyAgainst,Banning mobiles and other devices in immigration detention,https://theyvoteforyou.org.au/policies/244
Tony Burke,VeryStronglyAgainst,Charging postgraduate research students fees,https://theyvoteforyou.org.au/policies/71
Tony Burke,VeryStronglyAgainst,Civil celebrants having the right to refuse to marry same sex couples,https://theyvoteforyou.org.au/policies/175
Tony Burke,VeryStronglyAgainst,Compensating victims of overseas terrorism since the September 11 attack,https://theyvoteforyou.org.au/policies/65
Tony Burke,VeryStronglyAgainst,Decreasing availability of welfare payments,https://theyvoteforyou.org.au/policies/34
Tony Burke,VeryStronglyAgainst,Deregulating undergraduate university fees,https://theyvoteforyou.org.au/policies/58
Tony Burke,VeryStronglyAgainst,Drug testing welfare recipients,https://theyvoteforyou.org.au/policies/163
Tony Burke,VeryStronglyAgainst,Expanding Medicare funded dental care,https://theyvoteforyou.org.au/policies/178
Tony Burke,VeryStronglyAgainst,Getting rid of Sunday and public holiday penalty rates,https://theyvoteforyou.org.au/policies/148
Tony Burke,VeryStronglyAgainst,Government administered paid parental leave,https://theyvoteforyou.org.au/policies/5
Tony Burke,VeryStronglyAgainst,Greater control over items brought into immigration detention centres,https://theyvoteforyou.org.au/policies/182
Tony Burke,VeryStronglyAgainst,Increasing availability of abortion drugs,https://theyvoteforyou.org.au/policies/31
Tony Burke,VeryStronglyAgainst,Increasing eligibility requirements for Australian citizenship,https://theyvoteforyou.org.au/policies/184
Tony Burke,VeryStronglyAgainst,Increasing funding for road infrastructure,https://theyvoteforyou.org.au/policies/38
Tony Burke,VeryStronglyAgainst,Increasing indexation of HECS HELP debts,https://theyvoteforyou.org.au/policies/70
Tony Burke,VeryStronglyAgainst,Increasing parliamentary entitlements for current MPs and Senators,https://theyvoteforyou.org.au/policies/98
Tony Burke,VeryStronglyAgainst,Increasing scrutiny of unions,https://theyvoteforyou.org.au/policies/133
Tony Burke,VeryStronglyAgainst,Increasing state and territory environmental approval powers,https://theyvoteforyou.org.au/policies/245
Tony Burke,VeryStronglyAgainst,Increasing the cost of humanities degrees,https://theyvoteforyou.org.au/policies/246
Tony Burke,VeryStronglyAgainst,Increasing the initial tax rate for working holiday makers to 19,https://theyvoteforyou.org.au/policies/131
Tony Burke,VeryStronglyAgainst,Increasing the Medicare Levy to pay for the National Disability Insurance Scheme,https://theyvoteforyou.org.au/policies/169
Tony Burke,VeryStronglyAgainst,Increasing the price of subsidised medicine,https://theyvoteforyou.org.au/policies/27
Tony Burke,VeryStronglyAgainst,Live animal export,https://theyvoteforyou.org.au/policies/32
Tony Burke,VeryStronglyAgainst,Making more water from Murray Darling Basin available to use,https://theyvoteforyou.org.au/policies/185
Tony Burke,VeryStronglyAgainst,Privatising government assets,https://theyvoteforyou.org.au/policies/21
Tony Burke,VeryStronglyAgainst,Privatising government services,https://theyvoteforyou.org.au/policies/168
Tony Burke,VeryStronglyAgainst,Reducing the corporate tax rate,https://theyvoteforyou.org.au/policies/149
Tony Burke,VeryStronglyAgainst,Senate electoral reform,https://theyvoteforyou.org.au/policies/89
Tony Burke,VeryStronglyAgainst,Stem cell research,https://theyvoteforyou.org.au/policies/22
Tony Burke,VeryStronglyAgainst,Stopping people who arrive by boat from ever coming to Australia,https://theyvoteforyou.org.au/policies/134
Tony Burke,VeryStronglyAgainst,Strengthening gun control laws,https://theyvoteforyou.org.au/policies/126
Tony Burke,VeryStronglyAgainst,Temporary protection visas,https://theyvoteforyou.org.au/policies/11
